section,type,part,subpart,title,effective_date,url,char_count
31.205-20,section,31,31.2,Interest and other financial costs,,https://www.acquisition.gov/far/31.205-20,433
31.205-21,section,31,31.2,Labor relations costs,,https://www.acquisition.gov/far/31.205-21,1048
31.205-22,section,31,31.2,Lobbying and political activity costs,,https://www.acquisition.gov/far/31.205-22,4055
31.205-23,section,31,31.2,Losses on other contracts,,https://www.acquisition.gov/far/31.205-23,149
31.205-24,section,31,31.2,[Reserved],,https://www.acquisition.gov/far/31.205-24,0
31.205-25,section,31,31.2,Manufacturing and production engineering costs,,https://www.acquisition.gov/far/31.205-25,1558
31.205-26,section,31,31.2,Material costs,,https://www.acquisition.gov/far/31.205-26,2708
31.205-27,section,31,31.2,Organization costs,,https://www.acquisition.gov/far/31.205-27,1333
31.205-28,section,31,31.2,Other business expenses,,https://www.acquisition.gov/far/31.205-28,471
31.205-29,section,31,31.2,Plant protection costs,,https://www.acquisition.gov/far/31.205-29,236
31.205-30,section,31,31.2,Patent costs,,https://www.acquisition.gov/far/31.205-30,796
31.205-31,section,31,31.2,Plant reconversion costs,,https://www.acquisition.gov/far/31.205-31,664
31.205-32,section,31,31.2,Precontract costs,,https://www.acquisition.gov/far/31.205-32,382
31.205-33,section,31,31.2,Professional and consultant service costs,,https://www.acquisition.gov/far/31.205-33,4736
31.205-34,section,31,31.2,Recruitment costs,,https://www.acquisition.gov/far/31.205-34,785
31.205-35,section,31,31.2,Relocation costs,,https://www.acquisition.gov/far/31.205-35,7394
31.205-36,section,31,31.2,Rental costs,,https://www.acquisition.gov/far/31.205-36,1871
31.205-37,section,31,31.2,Royalties and other costs for use of patents,,https://www.acquisition.gov/far/31.205-37,1189
31.205-38,section,31,31.2,Selling costs,,https://www.acquisition.gov/far/31.205-38,2330
31.205-39,section,31,31.2,Service and warranty costs,,https://www.acquisition.gov/far/31.205-39,507
31.205-40,section,31,31.2,Special tooling and special test equipment costs,,https://www.acquisition.gov/far/31.205-40,1031
31.205-41,section,31,31.2,Taxes,,https://www.acquisition.gov/far/31.205-41,4993
31.205-42,section,31,31.2,Termination costs,,https://www.acquisition.gov/far/31.205-42,6156
31.205-43,section,31,31.2,"Trade, business, technical and professional activity costs",,https://www.acquisition.gov/far/31.205-43,1039
31.205-44,section,31,31.2,Training and education costs,,https://www.acquisition.gov/far/31.205-44,1400
31.205-45,section,31,31.2,[Reserved],,https://www.acquisition.gov/far/31.205-45,0
31.205-46,section,31,31.2,Travel costs,,https://www.acquisition.gov/far/31.205-46,7858
31.205-47,section,31,31.2,Costs related to legal and other proceedings,,https://www.acquisition.gov/far/31.205-47,9282
31.205-48,section,31,31.2,Research and development costs,,https://www.acquisition.gov/far/31.205-48,371
31.205-49,section,31,31.2,Goodwill,,https://www.acquisition.gov/far/31.205-49,536
31.205-50,section,31,31.2,[Reserved],,https://www.acquisition.gov/far/31.205-50,0
31.205-51,section,31,31.2,Costs of alcoholic beverages,,https://www.acquisition.gov/far/31.205-51,45
31.205-52,section,31,31.2,Asset valuations resulting from business combinations,,https://www.acquisition.gov/far/31.205-52,644
31.301,section,31,31.3,Purpose,,https://www.acquisition.gov/far/31.301,190
31.302,section,31,31.3,General,,https://www.acquisition.gov/far/31.302,380
31.303,section,31,31.3,Requirements,,https://www.acquisition.gov/far/31.303,578
31.601,section,31,31.6,Purpose,,https://www.acquisition.gov/far/31.601,168
31.602,section,31,31.6,General,,https://www.acquisition.gov/far/31.602,438
31.603,section,31,31.6,Requirements,,https://www.acquisition.gov/far/31.603,4822
31.701,section,31,31.7,Purpose,,https://www.acquisition.gov/far/31.701,740
31.702,section,31,31.7,General,,https://www.acquisition.gov/far/31.702,389
31.703,section,31,31.7,Requirements,,https://www.acquisition.gov/far/31.703,504
Part 32,part,32,,Contract Financing,,https://www.acquisition.gov/far/part-32,6928
32.1,subpart,32,32.1,Financing for Other Than a Commercial Purchase,,https://www.acquisition.gov/far/subpart-32.1,61
32.2,subpart,32,32.2,Commercial Product and Commercial Service Purchase Financing,,https://www.acquisition.gov/far/subpart-32.2,75
32.3,subpart,32,32.3,Loan Guarantees for Defense Production,,https://www.acquisition.gov/far/subpart-32.3,53
32.4,subpart,32,32.4,Advance Payments for Other Than Commercial Acquisitions,,https://www.acquisition.gov/far/subpart-32.4,70
32.5,subpart,32,32.5,Progress Payments Based on Costs,,https://www.acquisition.gov/far/subpart-32.5,47
32.6,subpart,32,32.6,Contract Debts,,https://www.acquisition.gov/far/subpart-32.6,29
32.7,subpart,32,32.7,Contract Funding,,https://www.acquisition.gov/far/subpart-32.7,31
32.8,subpart,32,32.8,Assignment of Claims,,https://www.acquisition.gov/far/subpart-32.8,35
32.9,subpart,32,32.9,Prompt Payment,,https://www.acquisition.gov/far/subpart-32.9,29
32.10,subpart,32,32.10,Performance-Based Payments,,https://www.acquisition.gov/far/subpart-32.10,42
32.11,subpart,32,32.11,Electronic Funds Transfer,,https://www.acquisition.gov/far/subpart-32.11,41
32.000,section,32,32,Scope of part,,https://www.acquisition.gov/far/32.000,707
32.001,section,32,32.0,Definitions,,https://www.acquisition.gov/far/32.001,4569
32.002,section,32,32.0,Applicability of subparts,,https://www.acquisition.gov/far/32.002,945
32.003,section,32,32.0,Simplified acquisition procedures financing,,https://www.acquisition.gov/far/32.003,135
32.004,section,32,32.0,Contract performance in foreign countries,,https://www.acquisition.gov/far/32.004,446
32.005,section,32,32.0,Consideration for contract financing,,https://www.acquisition.gov/far/32.005,1622
32.006,section,32,32.0,Reduction or suspension of contract payments upon finding of fraud,,https://www.acquisition.gov/far/32.006,0
32.006-1,section,32,32.0,General,,https://www.acquisition.gov/far/32.006-1,1233
32.006-2,section,32,32.0,Definition,,https://www.acquisition.gov/far/32.006-2,346
32.006-3,section,32,32.0,Responsibilities,,https://www.acquisition.gov/far/32.006-3,253
32.006-4,section,32,32.0,Procedures,,https://www.acquisition.gov/far/32.006-4,3173
32.006-5,section,32,32.0,Reporting,,https://www.acquisition.gov/far/32.006-5,623
32.007,section,32,32.0,Contract financing payments,,https://www.acquisition.gov/far/32.007,1758
32.008,section,32,32.0,Notification of overpayment,,https://www.acquisition.gov/far/32.008,183
32.009,section,32,32.0,Providing accelerated payments to small business contractors and to prime contractors that subcontract with a small business concern,,https://www.acquisition.gov/far/32.009,0
32.009-1,section,32,32.0,General,,https://www.acquisition.gov/far/32.009-1,1891
32.009-2,section,32,32.0,Contract clause,,https://www.acquisition.gov/far/32.009-2,125
32.100,section,32,32.1,Scope of subpart,,https://www.acquisition.gov/far/32.100,203
32.101,section,32,32.1,Authority,,https://www.acquisition.gov/far/32.101,223
32.102,section,32,32.1,Description of contract financing methods,,https://www.acquisition.gov/far/32.102,2768
32.103,section,32,32.1,Progress payments under construction contracts,,https://www.acquisition.gov/far/32.103,997
32.104,section,32,32.1,Providing contract financing,,https://www.acquisition.gov/far/32.104,3474
32.105,section,32,32.1,Uses of contract financing,,https://www.acquisition.gov/far/32.105,809
32.106,section,32,32.1,Order of preference,,https://www.acquisition.gov/far/32.106,646
32.107,section,32,32.1,Need for contract financing not a deterrent,,https://www.acquisition.gov/far/32.107,475
32.108,section,32,32.1,Financial consultation,,https://www.acquisition.gov/far/32.108,425
32.109,section,32,32.1,Termination financing,,https://www.acquisition.gov/far/32.109,357
32.110,section,32,32.1,Payment of subcontractors under cost-reimbursement prime contracts,,https://www.acquisition.gov/far/32.110,1047
32.111,section,32,32.1,Contract clauses for non-commercial purchases,,https://www.acquisition.gov/far/32.111,3384
32.112,section,32,32.1,Nonpayment of subcontractors under contracts other than for commercial products and commercial services,,https://www.acquisition.gov/far/32.112,0
32.112-1,section,32,32.1,Subcontractor assertions of nonpayment,,https://www.acquisition.gov/far/32.112-1,1865
32.112-2,section,32,32.1,Subcontractor requests for information,,https://www.acquisition.gov/far/32.112-2,938
32.113,section,32,32.1,Customary contract financing,,https://www.acquisition.gov/far/32.113,1767
32.114,section,32,32.1,Unusual contract financing,,https://www.acquisition.gov/far/32.114,229
32.200,section,32,32.2,Scope of subpart,,https://www.acquisition.gov/far/32.200,131
32.201,section,32,32.2,Statutory authority,,https://www.acquisition.gov/far/32.201,292
32.202,section,32,32.2,General,,https://www.acquisition.gov/far/32.202,0
32.202-1,section,32,32.2,Policy,,https://www.acquisition.gov/far/32.202-1,3181
32.202-2,section,32,32.2,Types of payments for commercial product and commercial service purchases,,https://www.acquisition.gov/far/32.202-2,721
32.202-3,section,32,32.2,Conducting market research about financing terms,,https://www.acquisition.gov/far/32.202-3,749
32.202-4,section,32,32.2,Security for Government financing,,https://www.acquisition.gov/far/32.202-4,3880
32.203,section,32,32.2,Determining contract financing terms,,https://www.acquisition.gov/far/32.203,407
32.204,section,32,32.2,Procedures for contracting officer-specified commercial contract financing,,https://www.acquisition.gov/far/32.204,847
32.205,section,32,32.2,Procedures for offeror-proposed commercial contract financing,,https://www.acquisition.gov/far/32.205,2312
32.206,section,32,32.2,Solicitation provisions and contract clauses,,https://www.acquisition.gov/far/32.206,7713
32.207,section,32,32.2,Administration and payment of commercial financing payments,,https://www.acquisition.gov/far/32.207,1011
32.300,section,32,32.3,Scope of subpart,,https://www.acquisition.gov/far/32.300,207
32.301,section,32,32.3,Definitions,,https://www.acquisition.gov/far/32.301,727
32.302,section,32,32.3,Authority,,https://www.acquisition.gov/far/32.302,635
32.303,section,32,32.3,General,,https://www.acquisition.gov/far/32.303,2754
32.304,section,32,32.3,Procedures,,https://www.acquisition.gov/far/32.304,0
32.304-1,section,32,32.3,Application for guarantee,,https://www.acquisition.gov/far/32.304-1,1456
32.304-2,section,32,32.3,Certificate of eligibility,,https://www.acquisition.gov/far/32.304-2,4315
32.304-3,section,32,32.3,Asset formula,,https://www.acquisition.gov/far/32.304-3,974
32.304-4,section,32,32.3,Guarantee amount and maturity,,https://www.acquisition.gov/far/32.304-4,817
32.304-5,section,32,32.3,Assignment of claims under contracts,,https://www.acquisition.gov/far/32.304-5,1696
32.304-6,section,32,32.3,Other collateral security,,https://www.acquisition.gov/far/32.304-6,347
32.304-7,section,32,32.3,Contract surety bonds and loan guarantees,,https://www.acquisition.gov/far/32.304-7,1073
32.304-8,section,32,32.3,Other borrowing,,https://www.acquisition.gov/far/32.304-8,1055
32.305,section,32,32.3,Loan guarantees for terminated contracts,,https://www.acquisition.gov/far/32.305,1235
32.306,section,32,32.3,Loan guarantees for subcontracts,,https://www.acquisition.gov/far/32.306,505
32.400,section,32,32.4,Scope of subpart,,https://www.acquisition.gov/far/32.400,311
32.401,section,32,32.4,Statutory authority,,https://www.acquisition.gov/far/32.401,345
32.402,section,32,32.4,General,,https://www.acquisition.gov/far/32.402,2871
32.403,section,32,32.4,Applicability,,https://www.acquisition.gov/far/32.403,1621
32.404,section,32,32.4,Exclusions,,https://www.acquisition.gov/far/32.404,905
32.405,section,32,32.4,Applying Pub.L.85-804 to advance payments under sealed bid contracts,,https://www.acquisition.gov/far/32.405,1053
32.406,section,32,32.4,Letters of credit,,https://www.acquisition.gov/far/32.406,2361
32.407,section,32,32.4,Interest,,https://www.acquisition.gov/far/32.407,2547
32.408,section,32,32.4,Application for advance payments,,https://www.acquisition.gov/far/32.408,1870
32.409,section,32,32.4,Contracting officer action,,https://www.acquisition.gov/far/32.409,244
32.409-1,section,32,32.4,Recommendation for approval,,https://www.acquisition.gov/far/32.409-1,1096
32.409-2,section,32,32.4,Recommendation for disapproval,,https://www.acquisition.gov/far/32.409-2,211
32.409-3,section,32,32.4,"Security, supervision, and covenants",,https://www.acquisition.gov/far/32.409-3,2919
32.410,section,32,32.4,"Findings, determination, and authorization",,https://www.acquisition.gov/far/32.410,5190
32.411,section,32,32.4,Agreement for special account at a financial institution,,https://www.acquisition.gov/far/32.411,4343
32.412,section,32,32.4,Contract clause,,https://www.acquisition.gov/far/32.412,1163
32.500,section,32,32.5,Scope of subpart,,https://www.acquisition.gov/far/32.500,550
32.501,section,32,32.5,General,,https://www.acquisition.gov/far/32.501,528
32.501-1,section,32,32.5,Customary progress payment rates,,https://www.acquisition.gov/far/32.501-1,972
32.501-2,section,32,32.5,Unusual progress payments,,https://www.acquisition.gov/far/32.501-2,817
32.501-3,section,32,32.5,Contract price,,https://www.acquisition.gov/far/32.501-3,1299
32.501-4,section,32,32.5,[Reserved],,https://www.acquisition.gov/far/32.501-4,0
32.501-5,section,32,32.5,Other protective terms,,https://www.acquisition.gov/far/32.501-5,635
32.502,section,32,32.5,Preaward matters,,https://www.acquisition.gov/far/32.502,239
32.502-1,section,32,32.5,Use of customary progress payments,,https://www.acquisition.gov/far/32.502-1,275
32.502-2,section,32,32.5,Contract finance office clearance,,https://www.acquisition.gov/far/32.502-2,720
32.502-3,section,32,32.5,Solicitation provisions,,https://www.acquisition.gov/far/32.502-3,973
32.502-4,section,32,32.5,Contract clauses,,https://www.acquisition.gov/far/32.502-4,2069
32.503,section,32,32.5,Postaward matters,,https://www.acquisition.gov/far/32.503,228
32.503-1,section,32,32.5,[Reserved],,https://www.acquisition.gov/far/32.503-1,0
32.503-2,section,32,32.5,Supervision of progress payments,,https://www.acquisition.gov/far/32.503-2,1757
32.503-3,section,32,32.5,Initiation of progress payments and review of accounting system,,https://www.acquisition.gov/far/32.503-3,1002
32.503-4,section,32,32.5,Approval of progress payment requests,,https://www.acquisition.gov/far/32.503-4,1055
32.503-5,section,32,32.5,Administration of progress payments,,https://www.acquisition.gov/far/32.503-5,1575
32.503-6,section,32,32.5,Suspension or reduction of payments,,https://www.acquisition.gov/far/32.503-6,8105
32.503-7,section,32,32.5,[Reserved],,https://www.acquisition.gov/far/32.503-7,0
32.503-8,section,32,32.5,Liquidation rates-ordinary method,,https://www.acquisition.gov/far/32.503-8,496
32.503-9,section,32,32.5,Liquidation rates-alternate method,,https://www.acquisition.gov/far/32.503-9,2775
32.503-10,section,32,32.5,Establishing alternate liquidation rates,,https://www.acquisition.gov/far/32.503-10,1652
32.503-11,section,32,32.5,Adjustments for price reduction,,https://www.acquisition.gov/far/32.503-11,666
32.503-12,section,32,32.5,Maximum unliquidated amount,,https://www.acquisition.gov/far/32.503-12,1037
32.503-13,section,32,32.5,[Reserved],,https://www.acquisition.gov/far/32.503-13,0
32.503-14,section,32,32.5,Protection of Government title,,https://www.acquisition.gov/far/32.503-14,1333
32.503-15,section,32,32.5,Application of Government title terms,,https://www.acquisition.gov/far/32.503-15,1671
32.503-16,section,32,32.5,Risk of loss,,https://www.acquisition.gov/far/32.503-16,954
32.504,section,32,32.5,Subcontracts under prime contracts providing progress payments,,https://www.acquisition.gov/far/32.504,4338
32.600,section,32,32.6,Scope of subpart,,https://www.acquisition.gov/far/32.600,333
32.601,section,32,32.6,General,,https://www.acquisition.gov/far/32.601,1806
32.602,section,32,32.6,Responsibilities,,https://www.acquisition.gov/far/32.602,753
32.603,section,32,32.6,Debt determination,,https://www.acquisition.gov/far/32.603,638
32.604,section,32,32.6,Demand for payment,,https://www.acquisition.gov/far/32.604,6194
32.605,section,32,32.6,Final decisions,,https://www.acquisition.gov/far/32.605,1048
32.606,section,32,32.6,Debt collection,,https://www.acquisition.gov/far/32.606,966
32.607,section,32,32.6,Installment payments and deferment of collection,,https://www.acquisition.gov/far/32.607,1513
32.607-1,section,32,32.6,Installment payments,,https://www.acquisition.gov/far/32.607-1,208
32.607-2,section,32,32.6,Deferment of collection,,https://www.acquisition.gov/far/32.607-2,4094
32.608,section,32,32.6,Interest,,https://www.acquisition.gov/far/32.608,0
32.608-1,section,32,32.6,Interest charges,,https://www.acquisition.gov/far/32.608-1,318
32.608-2,section,32,32.6,Interest credits,,https://www.acquisition.gov/far/32.608-2,1560
32.609,section,32,32.6,Delays in receipt of notices or demands,,https://www.acquisition.gov/far/32.609,343
32.610,section,32,32.6,Compromising debts,,https://www.acquisition.gov/far/32.610,293
32.611,section,32,32.6,Contract clause,,https://www.acquisition.gov/far/32.611,856
32.700,section,32,32.7,Scope of subpart,,https://www.acquisition.gov/far/32.700,243
32.701,section,32,32.7,[Reserved],,https://www.acquisition.gov/far/32.701,0
32.702,section,32,32.7,Policy,,https://www.acquisition.gov/far/32.702,475
32.703,section,32,32.7,Contract funding requirements,,https://www.acquisition.gov/far/32.703,0
32.703-1,section,32,32.7,General,,https://www.acquisition.gov/far/32.703-1,320
32.703-2,section,32,32.7,Contracts conditioned upon availability of funds,,https://www.acquisition.gov/far/32.703-2,1362
32.703-3,section,32,32.7,Contracts crossing fiscal years,,https://www.acquisition.gov/far/32.703-3,912
32.704,section,32,32.7,Limitation of cost or funds,,https://www.acquisition.gov/far/32.704,2175
32.705,section,32,32.7,Unenforceability of Unauthorized Obligations,,https://www.acquisition.gov/far/32.705,675
32.706,section,32,32.7,Contract clauses,,https://www.acquisition.gov/far/32.706,0
32.706-1,section,32,32.7,Clauses for contracting in advance of funds,,https://www.acquisition.gov/far/32.706-1,595
32.706-2,section,32,32.7,Clauses for limitation of cost or funds,,https://www.acquisition.gov/far/32.706-2,429
32.706-3,section,32,32.7,Clause for unenforceability of unauthorized obligations,,https://www.acquisition.gov/far/32.706-3,142
32.800,section,32,32.8,Scope of subpart,,https://www.acquisition.gov/far/32.800,201
32.801,section,32,32.8,Definitions,,https://www.acquisition.gov/far/32.801,436
32.802,section,32,32.8,Conditions,,https://www.acquisition.gov/far/32.802,1030
32.803,section,32,32.8,Policies,,https://www.acquisition.gov/far/32.803,2142
32.804,section,32,32.8,Extent of assignee’s protection,,https://www.acquisition.gov/far/32.804,1476
32.805,section,32,32.8,Procedure,,https://www.acquisition.gov/far/32.805,4869
32.806,section,32,32.8,Contract clauses,,https://www.acquisition.gov/far/32.806,931
32.900,section,32,32.9,Scope of subpart,,https://www.acquisition.gov/far/32.900,159
32.901,section,32,32.9,Applicability,,https://www.acquisition.gov/far/32.901,278
32.902,section,32,32.9,Definitions,,https://www.acquisition.gov/far/32.902,545
32.903,section,32,32.9,Responsibilities,,https://www.acquisition.gov/far/32.903,1302
32.904,section,32,32.9,Determining payment due dates,,https://www.acquisition.gov/far/32.904,14413
32.905,section,32,32.9,Payment documentation and process,,https://www.acquisition.gov/far/32.905,4869
32.906,section,32,32.9,Making payments,,https://www.acquisition.gov/far/32.906,2833
32.907,section,32,32.9,Interest penalties,,https://www.acquisition.gov/far/32.907,3721
32.908,section,32,32.9,Contract clauses,,https://www.acquisition.gov/far/32.908,2846
32.909,section,32,32.9,Contractor inquiries,,https://www.acquisition.gov/far/32.909,673
32.1000,section,32,32.1,Scope of subpart,,https://www.acquisition.gov/far/32.1000,130
32.1001,section,32,32.1,Policy,,https://www.acquisition.gov/far/32.1001,1012
32.1002,section,32,32.1,Bases for performance-based payments,,https://www.acquisition.gov/far/32.1002,215
32.1003,section,32,32.1,Criteria for use,,https://www.acquisition.gov/far/32.1003,473
32.1004,section,32,32.1,Procedures,,https://www.acquisition.gov/far/32.1004,7955
32.1005,section,32,32.1,Solicitation provision and contract clause,,https://www.acquisition.gov/far/32.1005,639
32.1006,section,32,32.1,[Reserved],,https://www.acquisition.gov/far/32.1006,0
32.1007,section,32,32.1,Administration and payment of performance-based payments,,https://www.acquisition.gov/far/32.1007,2117
32.1008,section,32,32.1,Suspension or reduction of performance-based payments,,https://www.acquisition.gov/far/32.1008,329
32.1009,section,32,32.1,Title,,https://www.acquisition.gov/far/32.1009,1209
32.1010,section,32,32.1,Risk of loss,,https://www.acquisition.gov/far/32.1010,1268
32.1100,section,32,32.1,Scope of subpart,,https://www.acquisition.gov/far/32.1100,139
32.1101,section,32,32.1,Statutory requirements,,https://www.acquisition.gov/far/32.1101,160
32.1102,section,32,32.1,Definitions,,https://www.acquisition.gov/far/32.1102,766
32.1103,section,32,32.1,Applicability,,https://www.acquisition.gov/far/32.1103,1849
32.1104,section,32,32.1,Protection of EFT information,,https://www.acquisition.gov/far/32.1104,89
32.1105,section,32,32.1,Assignment of claims,,https://www.acquisition.gov/far/32.1105,430
32.1106,section,32,32.1,EFT mechanisms,,https://www.acquisition.gov/far/32.1106,1066
32.1107,section,32,32.1,Payment information,,https://www.acquisition.gov/far/32.1107,208
32.1108,section,32,32.1,Payment by Governmentwide commercial purchase card,,https://www.acquisition.gov/far/32.1108,3304
32.1109,section,32,32.1,EFT information submitted by offerors,,https://www.acquisition.gov/far/32.1109,392
32.1110,section,32,32.1,Solicitation provision and contract clauses,,https://www.acquisition.gov/far/32.1110,4426
Part 33,part,33,,"Protests, Disputes, and Appeals",,https://www.acquisition.gov/far/part-33,845
33.1,subpart,33,33.1,Protests,,https://www.acquisition.gov/far/subpart-33.1,23
33.2,subpart,33,33.2,Disputes and Appeals,,https://www.acquisition.gov/far/subpart-33.2,35
33.000,section,33,33,Scope of part,,https://www.acquisition.gov/far/33.000,114
33.001,section,33,33.0,General,,https://www.acquisition.gov/far/33.001,364
33.101,section,33,33.1,Definitions,,https://www.acquisition.gov/far/33.101,1879
33.102,section,33,33.1,General,,https://www.acquisition.gov/far/33.102,4404
33.103,section,33,33.1,Protests to the agency,,https://www.acquisition.gov/far/33.103,5778
33.104,section,33,33.1,Protests to GAO,,https://www.acquisition.gov/far/33.104,16494
33.105,section,33,33.1,Protest at the U.S. Court of Federal Claims,,https://www.acquisition.gov/far/33.105,193
33.106,section,33,33.1,Solicitation provision and contract clause,,https://www.acquisition.gov/far/33.106,415
33.201,section,33,33.2,Definitions,,https://www.acquisition.gov/far/33.201,1322
33.202,section,33,33.2,Disputes,,https://www.acquisition.gov/far/33.202,387
33.203,section,33,33.2,Applicability,,https://www.acquisition.gov/far/33.203,1396
33.204,section,33,33.2,Policy,,https://www.acquisition.gov/far/33.204,732
33.205,section,33,33.2,Relationship of the Disputes statute to Pub. L.85-804,,https://www.acquisition.gov/far/33.205,1796
33.206,section,33,33.2,Initiation of a claim,,https://www.acquisition.gov/far/33.206,838
33.207,section,33,33.2,Contractor certification,,https://www.acquisition.gov/far/33.207,1288
33.208,section,33,33.2,Interest on claims,,https://www.acquisition.gov/far/33.208,1182
33.209,section,33,33.2,Suspected fraudulent claims,,https://www.acquisition.gov/far/33.209,296
33.210,section,33,33.2,Contracting officer’s authority,,https://www.acquisition.gov/far/33.210,684
33.211,section,33,33.2,Contracting officer’s decision,,https://www.acquisition.gov/far/33.211,4260
33.212,section,33,33.2,Contracting officer’s duties upon appeal,,https://www.acquisition.gov/far/33.212,286
33.213,section,33,33.2,Obligation to continue performance,,https://www.acquisition.gov/far/33.213,1243
33.214,section,33,33.2,Alternative dispute resolution (ADR),,https://www.acquisition.gov/far/33.214,2566
33.215,section,33,33.2,Contract clauses,,https://www.acquisition.gov/far/33.215,414
Part 34,part,34,,Major System Acquisition,,https://www.acquisition.gov/far/part-34,775
34.1,subpart,34,34.1,"Testing, Qualification and Use of Industrial Resources Developed Under TitleIII, Defense Production Act",,https://www.acquisition.gov/far/subpart-34.1,118
34.2,subpart,34,34.2,Earned Value Management System,,https://www.acquisition.gov/far/subpart-34.2,45
34.000,section,34,34,Scope of part,,https://www.acquisition.gov/far/34.000,271
34.001,section,34,34.0,Definition,,https://www.acquisition.gov/far/34.001,327
34.002,section,34,34.0,Policy,,https://www.acquisition.gov/far/34.002,720
34.003,section,34,34.0,Responsibilities,,https://www.acquisition.gov/far/34.003,747
34.004,section,34,34.0,Acquisition strategy,,https://www.acquisition.gov/far/34.004,537
34.005,section,34,34.0,General requirements,,https://www.acquisition.gov/far/34.005,0
34.005-1,section,34,34.0,Competition,,https://www.acquisition.gov/far/34.005-1,740
34.005-2,section,34,34.0,Mission-oriented solicitation,,https://www.acquisition.gov/far/34.005-2,2172
34.005-3,section,34,34.0,Concept exploration contracts,,https://www.acquisition.gov/far/34.005-3,587
34.005-4,section,34,34.0,Demonstration contracts,,https://www.acquisition.gov/far/34.005-4,429
34.005-5,section,34,34.0,Full-scale development contracts,,https://www.acquisition.gov/far/34.005-5,289
34.005-6,section,34,34.0,Full production,,https://www.acquisition.gov/far/34.005-6,257
34.100,section,34,34.1,Scope of subpart,,https://www.acquisition.gov/far/34.100,451
34.101,section,34,34.1,Definitions,,https://www.acquisition.gov/far/34.101,377
34.102,section,34,34.1,Policy,,https://www.acquisition.gov/far/34.102,295
34.103,section,34,34.1,Testing and qualification,,https://www.acquisition.gov/far/34.103,1171
34.104,section,34,34.1,Contract clause,,https://www.acquisition.gov/far/34.104,157
34.201,section,34,34.2,Policy,,https://www.acquisition.gov/far/34.201,1065
34.202,section,34,34.2,Integrated Baseline Reviews,,https://www.acquisition.gov/far/34.202,1632
34.203,section,34,34.2,Solicitation provisions and contract clause,,https://www.acquisition.gov/far/34.203,1007
Part 35,part,35,,Research and Development Contracting,,https://www.acquisition.gov/far/part-35,943
35.000,section,35,35,Scope of part,,https://www.acquisition.gov/far/35.000,260
35.001,section,35,35.0,Definitions,,https://www.acquisition.gov/far/35.001,1393
35.002,section,35,35.0,General,,https://www.acquisition.gov/far/35.002,788
35.003,section,35,35.0,Policy,,https://www.acquisition.gov/far/35.003,635
35.004,section,35,35.0,Publicizing requirements and expanding research and development sources,,https://www.acquisition.gov/far/35.004,809
35.005,section,35,35.0,Work statement,,https://www.acquisition.gov/far/35.005,2689
35.006,section,35,35.0,Contracting methods and contract type,,https://www.acquisition.gov/far/35.006,2659
35.007,section,35,35.0,Solicitations,,https://www.acquisition.gov/far/35.007,4575
35.008,section,35,35.0,Evaluation for award,,https://www.acquisition.gov/far/35.008,1290
35.009,section,35,35.0,Subcontracting research and development effort,,https://www.acquisition.gov/far/35.009,865
35.010,section,35,35.0,Scientific and technical reports,,https://www.acquisition.gov/far/35.010,796
35.011,section,35,35.0,Data,,https://www.acquisition.gov/far/35.011,609
35.012,section,35,35.0,Patent rights,,https://www.acquisition.gov/far/35.012,70
35.013,section,35,35.0,Insurance,,https://www.acquisition.gov/far/35.013,331
35.014,section,35,35.0,Government property and title,,https://www.acquisition.gov/far/35.014,2959
35.015,section,35,35.0,Contracts for research with educational institutions and nonprofit organizations,,https://www.acquisition.gov/far/35.015,2026
35.016,section,35,35.0,Broad agency announcement,,https://www.acquisition.gov/far/35.016,2378
35.017,section,35,35.0,Federally Funded Research and Development Centers,,https://www.acquisition.gov/far/35.017,2887
35.017-1,section,35,35.0,Sponsoring agreements,,https://www.acquisition.gov/far/35.017-1,2967
35.017-2,section,35,35.0,Establishing or changing an FFRDC,,https://www.acquisition.gov/far/35.017-2,1546
35.017-3,section,35,35.0,Using an FFRDC,,https://www.acquisition.gov/far/35.017-3,752
35.017-4,section,35,35.0,Reviewing FFRDC’s,,https://www.acquisition.gov/far/35.017-4,1535
35.017-5,section,35,35.0,Terminating an FFRDC,,https://www.acquisition.gov/far/35.017-5,238
35.017-6,section,35,35.0,Master list of FFRDC’s,,https://www.acquisition.gov/far/35.017-6,291
35.017-7,section,35,35.0,Limitation on the creation of new FFRDC’s,,https://www.acquisition.gov/far/35.017-7,683
Part 36,part,36,,Construction and Architect-Engineer Contracts,,https://www.acquisition.gov/far/part-36,3870
36.1,subpart,36,36.1,General,,https://www.acquisition.gov/far/subpart-36.1,22
36.2,subpart,36,36.2,Special Aspects of Contracting for Construction,,https://www.acquisition.gov/far/subpart-36.2,62
36.3,subpart,36,36.3,Two-Phase Design-Build Selection Procedures,,https://www.acquisition.gov/far/subpart-36.3,58
36.4,subpart,36,36.4,[Reserved],,https://www.acquisition.gov/far/subpart-36.4,25
36.5,subpart,36,36.5,Contract Clauses,,https://www.acquisition.gov/far/subpart-36.5,31
36.6,subpart,36,36.6,Architect-Engineer Services,,https://www.acquisition.gov/far/subpart-36.6,42
36.7,subpart,36,36.7,"Standard and Optional Forms for Contracting for Construction, Architect-Engineer Services, and Dismantling, Demolition, or Removal of Improvements",,https://www.acquisition.gov/far/subpart-36.7,161
36.000,section,36,36,Scope of part,,https://www.acquisition.gov/far/36.000,274
